INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (1, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (2, 'Elian', NULL, NULL, NULL, NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (3, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (4, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (5, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (6, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (7, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (8, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (9, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (10, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (11, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (12, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (13, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (14, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (15, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (16, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (17, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (18, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (19, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (20, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (21, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (22, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (23, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (24, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (25, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (26, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (27, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (28, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (29, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (30, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (31, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (32, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (33, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (34, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (35, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (36, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (37, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (38, 'Elian', 'Javier', 'Cruz', 'Esquivel', NULL, NULL);
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (39, 'Elian', 'Javier', 'Cruz', 'Esquivel', '72f8a9f6-a207-11ed-9a34-240a64037441', '2023-02-01 08:07:25.560 +00:00');
INSERT INTO public.datos_extraidos_s (id, name, middle_names, last_name_father, last_name_mother, img_path, "createdAt") VALUES (40, 'Elian', 'Javier', 'Cruz', 'Esquivel', 'b2778e20-a2a7-11ed-9c33-240a64037441', '2023-02-02 03:14:38.331 +00:00');


